1293724564183285760
1293724218849452033
1293723405880111105
1293722387134001153
1293721569848696837
1293719210871394304
1293719169729536000,"https://t.co/56uaWeExnp"
1293711954649858049
1293700466585600004,"https://t.co/c2i7tmDelp","https://t.co/TAjh6eI1fo"
1293686667677556736
1293685471202115584,"https://t.co/coy5kXEW3u"
1293677066555023360
1293673489107304448,"https://t.co/Hd13IXCylU"
1293663872415608834
1293663658728402945
1293663376313405440,"https://t.co/3jmSdxmJTj"
1293643957549883394,"https://t.co/3kjDzLH410"
1293626899042897952
1293626199277801474
1293625431531425793
1293624082810929153
1293623097292193798
1293622356682977281
1293602434418225159
1293600817010925575,"https://t.co/nYaxI9hoWe","https://t.co/nVyBAdeDFq"
1293600670080065537
1293600582842777600
1293598053514072066
1293598028679520258
1293593594629152773,"https://t.co/…"
1293569569269768193,"https://t.co/UBKCNxUwTd"
1293564377795162113
1293564083019501568
1293555886150098944,"https://t.co/oN7k0XlMvf"
1293526825617043456
1293421230402482178,"https://t.co/i2zjO39dNN"
