1299200373111037953
1299184565005713408
1299180269270970368
1299161241030553600,"https://t.co/Z41fmi…"
1299157573262770176
1299134753665421314
1299131136778661890
1299123499047563268,"https://t.co/XZqof2…"
1299092927399030785
1299092680664702976,"https://t.co/oMhbpfHFWS"
1299092296818810880,"https://t.co/ST9n9i1BTD"
1299083815386718208,"https://t.co/8xYkBTPj2w"
1299050878633234432,"https://t.co/IAldFkGscI"
1299040045312049159
1299038225156067329,"https://t.co/gWj9X2s5Mg"
1299037418310389761
1299023751246262272,"https://t.co/38pCfyt9tm"
1298976778527141888,"https://t.co/0LKlwS42pB"
1298952711694618625
