1297382944143622145,"https://t.co/jXlllAw9Xq"
1297382914825392128
1297297948506599424
1297206158634160129,"https://t.co/oRDLMSu7zu"
1297182457356156929
1297175216716566528,"https://t.co/kHEfUjeXSg"
1297155603161157632,"https://t.co/kbvapoYhjw"
1297155575776546816
1297151399155777538
1297041303583170561
