1288674615737364480
1288666052361060354
1288654564363776000
1288653971280855040
1288653189701685250
1288652719360806915
1288651639700815873
1288651095254999040
1288650093080576000
1288649468741586951
1288641124270321666,"https://t.co/ehWNe7IoZC"
1288619618924298241
1288601504757223424,"https://t.co/c2i7tmDelp","https://t.co/3yPMJ6zBOa"
1288592590460379136
1288579036319555584
1288555726781251588
1288553646146359296
1288553180113113090
1288552456272715777
1288551597446959105
1288550807089098752
1288550529665245186
1288550000700596225,"https://t.co/WY0SgsqfH…"
1288549987073372167
1288535503390879744
1288533632324444161,"https://t.co/nYaxI9hoWe","https://t.co/UiSMMKYiuS"
1288530520830353410
1288526844850044929
1288508084684562432
1288504978886328320
1288487597266931712
