1283244597355872256
1283244201732448258
1283243630057132032
1283242935987908618
1283242240274567170
1283240746456416256
1283238852820373504
1283237598102794240
1283234679232094213
1283234597820600320,"https://t.co/8WzjMZ9Uws"
1283233486292254722,"https://t.co/kXYYxdN8Vf"
1283229533144068103,"https://t.co/WMucGYMS06"
1283228678311288832
1283219473399513091
1283216686095769602
1283214864387907593
1283210671396737024
1283205882608836608,"https://t.co/RZACH1Hm9k","https://t.co/hSnq8YZ7O7"
1283190739804069889,"https://t.co/dYBFUn2767"
1283189693983731712
1283175526585245696,"https://t.co/YcB1dgWNJ9","https://t.co/eUmTayd6Uk"
1283142523356172295,"https://t.co/Jf7IM2yOKB"
1283105181920616448,"https://t.co/7TmAOMRYof"
1283104381358022662
1283102136348348418
1283092204437876749
1283083255428845568
1283076092392333313,"https://t.co/RFiYcAtCCU"
1283069198047084547
1283060233271730178,"https://t.co/2WjGsfzvx9"
1283055625820307457
1283050817600270354,"https://t.co/Gmdh2qcaxA"
1283049990751948801
