1297718285698568201
1297696300033617921
1297654226558935040
1297648174501261312
1297639983172300800,"https://t.co/J3unhwliUH"
1297639369067487233
1297634487631671298,"https://t.co/LwYbLKeITo"
1297602091523792897
1297602080857677824
1297600719151722496,"https://t.co/SCGmrb3Ldb"
1297564308423839745
1297560822609088514
1297558676480438272,"https://t.co/A8WyL9okzM"
