1296973624037924864
1296956919014457346,"https://t.co/QC5gPBpEIV"
1296940769287184384
1296937134000021504,"https://t.co/sz1Savjgz2"
1296894820968013829
1296881493629792256
1296880192044929024,"https://t.co/dJR0OVv9D4","https://t.co/RFDZhRBPTH"
1296879036312911872
1296862971264503808
1296856661546749952
1296846795964850176,"https://t.co/dA16ouwwkD"
1296845783006945286,"https://t.co/BmnVt6YGXp"
1296831177962205185,"https://t.co/wEqm4s3UQH"
1296830890857959424
1296830868061814785
1296805758873620480
1296779609762144257
