1290863280571981826
1290860698130620416
1290860261822410752
1290859818274689024
1290859272058920962
1290858084429172736
1290855426913902592
1290854460558848005
1290853501174784000
1290853097049337861
1290822909792051200
1290792327347347457
1290787934065635334
1290783580445179904,"https://t.co/yIkrOabLow","https://t.co/elPGSnsxtF"
1290724381463896064
1290723082659864576
1290702115631804417
1290692995646447621,"https://t.co/kZkB93RMss","https://t.co/GrOEWE81Si"
1290685420225744897
1290674004106215424
1290665394987032583
1290650229319110662
1290641633587933185
1290516094449528832,"https://t.co/70seumiUJc","https://t.co/sh8wmD3hI8"
