1294434387044384768
1294434146064900097
1294431936643883010,"https://t.co/pR3lDcMIrt"
1294428293408493568
1294422373563850754
1294406364245172226,"https://t.co/PVQlYVABRA"
1294399189128904705
1294362491464478720
1294335152101814273,"https://t.co/HXXzlCoeWe"
1294328432097021952
1294327664593969152
1294319867307282433
1294303906818818048,"https://t.co/pPGvOhRHd5","https"
1294300030204026881,"https://t.co/MrqLI6JcC6","https://t.co/qE4x1DaJmC"
1294292951288279048
1294290787908247552
1294287591848566786
1294283875699417088
1294269543846535168
1294268762154102784
