1288321089702178816
1288320612260290561
1288319710703030272
1288318675100086272
1288317269743935495
1288316880269303808
1288315731726262273
1288314518913908738
1288312300072579072
1288311774190669824
1288287046235066369,"https://t.co/aGPC6q…"
1288286140844433409
1288267717812924416,"https://t.co/yIkrOabLow","https://t.co/xha4t5sk6o"
1288195413196058625,"https://t.co/FzswADrPTq","https://t.co/WIpfv1dSfi"
1288172304225259521
1288171656238772224
1288167123127283712
1288166953610346496
1288125937167372290
