1291564277111939075
1291556711585722372,"https://t.co/fWk6kfqem7","https://t.co/qRZx07RDeE"
1291552728875962368,"https://t.co/MM1Dly695I"
1291547322531291142
1291547308128051200
1291542818683584514,"https://t.co/hT02MahVej"
1291521198346690561,"https://t.co/Eb5K5CXBIx"
1291511808906481673,"https://t.co/jjlPkiB0Db"
1291498209953513472
1291436499074977793
1291428005164843008
1291415331437711362
1291403967038214145
1291389649030647808
1291383345130201089,"https://t.co/0EFNv24n0f"
1291379740922830848
