1300655886944395267,"https://t.co/QwAVxPmT8L","https://t.co/T3kkxEf6cv"
1300652117284327425,"https://t.co/zjoWcGCJv8","https://t.co/6bLCTp68QS"
1300648335653601281,"https://t.co/Is6tlzbltp","https://t.co/f6owKjJSvc"
1300644572691922944,"https://t.co/uIHtfTNvUb","https://t.co/mZznASpemc"
1300642044055031808,"https://t.co/1ixYwNpAcu","https://t.co/Enu2yyEIiU"
1300639529053892608,"https://t.co/qsVlAH8r8h","https://t.co/pLKfcwYJiN"
1300637021040508928,"https://t.co/MvGJBts5ux","https://t.co/kgFRxDXlwh"
1300636358386515968,"https://t.co/9NwsQW8FDh","https://t.co/QBK9MzzhDu"
1300634683449974784,"https://t.co/lqhWcnGTvG","https://t.co/c1tXJRamC7"
1300631977956126720,"https://t.co/LoFAP7iirY","https://t.co/qP1j2ELkxq"
1300626943814045698,"https://t.co/CRAjHa5vdo","https://t.co/XSGgAL6dfB"
1300624427621789696,"https://t.co/pQqDW5YMN1","https://t.co/qN8KOeYrmj"
1300621917309853698,"https://t.co/RS7mBHB8Xu","https://t.co/y3euR4zf2u"
1300619395044179969,"https://t.co/AhfglcctBs","https://t.co/yYt4IcR7Ml"
1300616874292662279,"https://t.co/2Ly3M08KVS","https://t.co/IV9eYPyDJw"
1300614529827692544,"https://t.co/mLHSo9EiED","https://t.co/yPAd8fNFmW"
1300613349177163777,"https://t.co/Eg5L8nvZha","https://t.co/I7ObpL6c7Y"
1300604294123618304,"https://t.co/DDeGmlafka","https://t.co/4n9l92wA6Q"
1300601779743326209,"https://t.co/E6CYtEW7do","https://t.co/b7zGhmX0EI"
1300599286909022208,"https://t.co/Te3tPVu0kG","https://t.co/ExRrrTPizh"
1300596744145850375,"https://t.co/K3ClKn98oh","https://t.co/Od0jtu1We8"
1300594232068059136,"https://t.co/o2BbMFkGiZ","https://t.co/FEWu1dQZb2"
1300591722406252544,"https://t.co/HOFYs4BAx3","https://t.co/Q0Rr1gEGUs"
1300590562307985408,"https://t.co/50TEC0h0Fq","https://t.co/h8YROODCRI"
1300588419987509249,"https://t.co/j9ToIJNAf5","https://t.co/8elo8nbSsM"
1300584573944856578,"https://t.co/xWCz53yDvb","https://t.co/DaS8iUSOaI"
1300579131567022080,"https://t.co/A2Q9R4ycYd","https://t.co/qsVLHwqq4O"
1300576631904497670,"https://t.co/gcYiZzTdvL","https://t.co/GggRzrdXr7"
1300574096355459073,"https://t.co/eYk4weh2yl","https://t.co/fhPdoIceeK"
