1296598120009093121,"https://t.co/5iWxfhpXdh"
1296583199057838080,"https://t.co/JxtZmlb0Lc"
1296569737288151040,"https://t.co/zTSstOiM7m"
1296539021523394560,"https://t.co/DgMdjAcb2y"
1296534822056153088,"https://t.co/sK5hRti12l"
1296507702516973568,"https://t.co/bYEV26OaZY"
1296495541774356483,"https://t.co/INJf3kS4jT"
1296487982833102849,"https://t.co/tj83TtbQ15"
1296481776483934209,"https://t.co/UT5TV4qKZl"
1296475886313713667,"https://t.co/DNeVfyp3ug"
1296467079340740609,"https://t.co/bQA7TgsudR","https://t.co/zILp9xpw5h"
1296452881936191488,"https://t.co/Rc9qdWJmhe"
1296438799237615618,"https://t.co/Co4aIffseg"
1296435367793627136,"https://t.co/yJsSZF97Ke"
1296425948187963392,"https://t.co/8ZiZ5dKEYz"
1296425646709768192,"https://t.co/2HfPOzoxRX"
1296424481536315393,"https://t.co/zYKNzbgpIH"
1296422921888571392,"https://t.co/vRhYa3SDrf"
1296422272899715072,"https://t.co/mrXmMTwZuZ"
1296421072775065600,"https://t.co/Jb3J07LSfn"
1296420561736863751,"https://t.co/xgiVa0K1c0"
1296420435492405249,"https://t.co/7GiyQq2k7M"
1296419233035890689,"https://t.co/ZY2l2hrEYB"
