1294483958571229185,"https://t.co/Xs0XhpCQIH","https://t.co/ppjmhGCo7G"
1294483557403037702,"https://t.co/tbFjd2t75x"
1294468861362933762,"https://t.co/9b9bgkMo1p","https://t.co/pm8ZDvXShZ"
1294453759913996290,"https://t.co/ku3Vs8V4yG","https://t.co/YId1uI1Dc7"
1294438659622612992,"https://t.co/BMu5GNOWJg","https://t.co/cqm2bUkWPz"
1294415006826733572
1294395876207730689,"https://t.co/WLXDofiAYx","https://t.co/9Y8Jb96bNq"
1294370711130329089,"https://t.co/zQalxMZg4j","https://t.co/aWPpsxvECs"
1294368193788760064,"https://t.co/PqLBP5owMZ","https://t.co/SiDLqp0jTc"
1294364419162439680,"https://t.co/jMlaHoKZge","https://t.co/iYftBr5qM1"
1294361902194126849,"https://t.co/Xs0XhpCQIH","https://t.co/G3JYh3PiGX"
1294355610671095809,"https://t.co/gLBlOzpw5T","https://t.co/6xfjgnggDj"
1294351835835269122,"https://t.co/9b9bgkMo1p","https://t.co/UZkwrYJAJM"
1294350577720328194,"https://t.co/WLXDofiAYx","https://t.co/OzQ7nJPPpV"
1294344286159491083,"https://t.co/ku3Vs8V4yG","https://t.co/S6iuIb2xVE"
1294343028203806725,"https://t.co/ANjaeFUUed","https://t.co/9sNHI466D4"
1294317866972581889,"https://t.co/hwftqJTwkU","https://t.co/i9JOzk3KvR"
1294312828942405633,"https://t.co/BMu5GNOWJg","https://t.co/DZfcMTqdOp"
1294305279555915779,"https://t.co/AyhReesoVx","https://t.co/cwhaLWxBQa"
1294297729368240134,"https://t.co/tWrN002yIX","https://t.co/g9x1MPsoWb"
1294295213687570432,"https://t.co/XvxJrZ6n5L","https://t.co/sJHLba6Nt2"
1294292696371064832,"https://t.co/WLXDofAbQ5","https://t.co/ii2nkztAXQ"
1294291437970956290,"https://t.co/nRbET3j0nB","https://t.co/dO5VCx9Nh7"
1294275080273321986,"https://t.co/OGkm8Xfx6c","https://t.co/tQHddk08qq"
1294270047133696001,"https://t.co/E07uQVbkfW","https://t.co/9A7tG4ILOR"
1294268788926484483,"https://t.co/Otj5sEjOoL","https://t.co/Zh2njrR00R"
1294263755635818497,"https://t.co/8tZYrfTfgv","https://t.co/GYC9WzVSVs"
1294261239292420098,"https://t.co/2gXaPU1gN5","https://t.co/F46BGXJxmL"
1294258722802368512,"https://t.co/ZpdD7DNwIg","https://t.co/Yaqgdz8X9X"
1294252430838784001,"https://t.co/exzy1SRtpk","https://t.co/4zqBgHVT3w"
1294249915003043841,"https://t.co/2bgPwRMyZB","https://t.co/QPojGDETTW"
1294247397762240515,"https://t.co/2bgPwRMyZB","https://t.co/6fK9QAqffS"
